dataTCNC_SF1,dataTCNC_SF2
0.0349065850398866,0.0207381271634055
0.0379783645233966,0.02155453384075
0.0410501440069066,0.0234983916681533
0.0441219234904167,0.02212198300776
0.0471937029739267,0.0224083983022337
0.0502654824574367,0.0220668967808358
0.0533372619409467,0.0211314570922738
0.0564090414244567,0.0199659507972806
0.0594808209079668,0.0191198757256033
0.0625526003914768,0.0182955664172907
0.0656243798749868,0.0175807752707896
0.0686961593584968,0.0173081001216076
0.0717679388420068,0.018008346462068
0.0748397183255169,0.017358273881888
0.0779114978090269,0.0159496749440763
0.0809832772925369,0.016524488142533
0.0840550567760469,0.0170094070488845
0.0871268362595569,0.0175972021921715
0.090198615743067,0.018369716230935
0.093270395226577,0.017971839015445
0.096342174710087,0.018195404918465
0.099413954193597,0.0190926515824238
0.102485733677107,0.0201597072535716
0.105557513160617,0.0197633450915925
0.108629292644127,0.0197325810206603
0.111701072127637,0.0195666172501383
0.114772851611147,0.0196598161664778
0.117844631094657,0.0195909427460538
0.120916410578167,0.0180860088539585
0.123988190061677,0.0178051921737724
0.127059969545187,0.0151149815257536
0.130131749028697,0.0123816998099364
0.133203528512207,0.0138588208096806
0.136275307995717,0.0155620145646664
0.139347087479227,0.0149085285957922
0.142418866962737,0.0145099721183151
0.145490646446247,0.0171156482677506
0.148562425929757,0.0192423092546319
0.151634205413267,0.0186689752760217
0.154705984896777,0.0199486939686062
0.157777764380287,0.0232017954109675
0.160849543863797,0.0239415995909993
0.163921323347307,0.0295751830348241
0.166993102830817,0.0264094558136222
0.170064882314327,0.026890505284572
0.173136661797837,0.0270403811668769
0.176208441281348,0.0273476882510052
0.179280220764858,0.0242252715956431
0.182352000248368,0.0241294617970328
0.185423779731878,0.0222655914006261
0.188495559215388,0.0200720096928698
0.191567338698898,0.0207926578232166
0.194639118182408,0.0202730328690979
0.197710897665918,0.019640680367764
0.200782677149428,0.0191439346094179
0.203854456632938,0.018411154751689
0.206926236116448,0.0200091470801613
0.209998015599958,0.0197116619458269
0.213069795083468,0.0254365369550856
0.216141574566978,0.0259796367481946
0.219213354050488,0.0286665168712466
0.222285133533998,0.0269583678434647
0.225356913017508,0.0278848872416458
0.228428692501018,0.0277570551655612
0.231500471984528,0.027128916492976
0.234572251468038,0.026321892097089
0.237644030951548,0.0252242056698454
0.240715810435058,0.0223615879110387
0.243787589918568,0.0254594607610129
0.246859369402078,0.0252084224547611
0.249931148885588,0.0273891049151823
0.253002928369098,0.0272113636184259
0.256074707852608,0.0281489395047582
0.259146487336118,0.0295283045497795
0.262218266819628,0.0307007916854964
0.265290046303138,0.0309768860935757
0.268361825786648,0.0318471841767067
0.271433605270158,0.0294098474966492
0.274505384753668,0.0290436242026707
0.277577164237178,0.0296622433448219
0.280648943720688,0.0303158476232017
0.283720723204198,0.0300223630893332
0.286792502687708,0.0304171982773062
0.289864282171218,0.0295246360008053
0.292936061654728,0.0291684829094714
0.296007841138238,0.0296772234754278
0.299079620621748,0.0295190442299851
0.302151400105258,0.0268694285567935
0.305223179588768,0.0280778706943446
0.308294959072278,0.0293441430439481
0.311366738555788,0.0303131057718282
0.314438518039298,0.0303819366944451
0.317510297522808,0.0311762406915834
0.320582077006318,0.0317341201048318
0.323653856489829,0.0317199167840499
0.326725635973339,0.0331164260540048
0.329797415456849,0.0342569895700634
0.332869194940359,0.0339723130770329
0.335940974423869,0.0341184469896936
0.339012753907379,0.0338570192363814
0.342084533390889,0.0342663535779575
0.345156312874399,0.0345330368470369
0.348228092357909,0.034506200663012
0.351299871841419,0.0359599907057259
0.354371651324929,0.0372581875955482
0.357443430808439,0.0382502827906715
0.360515210291949,0.039880359197119
0.363586989775459,0.0407004637376391
0.366658769258969,0.0418824002932869
0.369730548742479,0.0402688686270937
0.372802328225989,0.0405552100139356
0.375874107709499,0.0413248347162066
0.378945887193009,0.0445016349014852
0.382017666676519,0.042102085135401
0.385089446160029,0.0439757920709055
0.388161225643539,0.041280992273176
0.391233005127049,0.0411722517161589
0.394304784610559,0.0434041015700091
0.397376564094069,0.0438281063208571
0.400448343577579,0.0447644937970219
0.403520123061089,0.0449275947773056
0.406591902544599,0.044483000363904
0.409663682028109,0.0442529874318714
0.412735461511619,0.0444394057131638
0.415807240995129,0.0452887326337853
0.418879020478639,0.0462206740579752
0.421950799962149,0.0438508242533197
0.425022579445659,0.045334005684515
0.428094358929169,0.0451649925574318
0.431166138412679,0.0453545658984468
0.434237917896189,0.0460223491286712
0.437309697379699,0.0456539086308505
0.440381476863209,0.0456629830685073
0.443453256346719,0.0454628860503803
0.446525035830229,0.0446685849499759
0.449596815313739,0.0477701404451935
0.452668594797249,0.0498269755491943
0.455740374280759,0.0518478827433835
0.458812153764269,0.0558147104005344
0.461883933247779,0.0611685969231377
0.464955712731289,0.061480858853074
0.468027492214799,0.0610020062328384
0.471099271698309,0.0612171039897399
0.47417105118182,0.0614432803212182
0.47724283066533,0.0611703196344286
0.48031461014884,0.0618320288209039
0.48338638963235,0.0615688513661513
0.48645816911586,0.0622156440498552
0.48952994859937,0.0657392086217727
0.49260172808288,0.0653924053474042
0.49567350756639,0.0662565411952987
0.4987452870499,0.068380699089347
0.50181706653341,0.0675764512643327
0.50488884601692,0.0670666321673418
0.50796062550043,0.0627731146516539
0.51103240498394,0.0609603457416085
0.51410418446745,0.0585561864280406
0.51717596395096,0.0592856839229015
0.52024774343447,0.0622741338432044
0.52331952291798,0.0613046004710781
0.52639130240149,0.0605734061382451
0.529463081885,0.0604527911489637
0.53253486136851,0.0688942940798177
0.53560664085202,0.0715838885981237
0.53867842033553,0.0804402222866534
0.54175019981904,0.0837572989619526
0.54482197930255,0.0836679857035523
0.54789375878606,0.0815769572471807
0.55096553826957,0.0807727161068551
0.55403731775308,0.0822350553331634
0.55710909723659,0.0834295368755081
0.5601808767201,0.0826932447992614
0.56325265620361,0.0838066565892042
0.56632443568712,0.0825561776669294
0.56939621517063,0.0820449127524002
0.57246799465414,0.0823622947432133
0.57553977413765,0.0842104408037179
0.57861155362116,0.0851435184355865
0.58168333310467,0.0852314992758601
0.58475511258818,0.0850218228416151
0.58782689207169,0.0853759625239487
0.5908986715552,0.0860282375868714
0.59397045103871,0.0879691848817139
0.59704223052222,0.0911791328206356
0.60011401000573,0.0928413938211313
0.60318578948924,0.0945492013734019
0.60625756897275,0.0964948488237986
0.60932934845626,0.096913849342819
0.612401127939771,0.0999449615539471
0.615472907423281,0.0995875488101962
0.618544686906791,0.101966186521085
0.621616466390301,0.103459376305448
0.624688245873811,0.106493567753898
0.62776002535732,0.107662138977545
0.630831804840831,0.108570262307697
0.633903584324341,0.10771355250223
0.636975363807851,0.108853242471111
0.640047143291361,0.109544379956785
0.643118922774871,0.110163636363851
0.646190702258381,0.11121213705864
0.649262481741891,0.110885883325817
0.652334261225401,0.111444775235425
0.655406040708911,0.112727828592837
0.658477820192421,0.11519472171576
0.661549599675931,0.117933941779014
0.664621379159441,0.11764242710423
0.667693158642951,0.123553662932799
0.670764938126461,0.124941835436733
0.673836717609971,0.127058931460697
0.676908497093481,0.129473625759767
0.679980276576991,0.133525945460162
0.683052056060501,0.129718482236264
0.686123835544011,0.14393044021651
0.689195615027521,0.142144781149996
0.692267394511031,0.142021309377545
0.695339173994541,0.137411101397177
0.698410953478051,0.130685950701646
0.701482732961561,0.127354244198536
0.704554512445071,0.12625334434835
0.707626291928581,0.126443452434954
0.710698071412091,0.125507405468776
0.713769850895601,0.125328239905545
0.716841630379111,0.128107479565318
0.719913409862621,0.129158969202205
0.722985189346131,0.133252364178365
0.726056968829641,0.135010699118382
0.729128748313151,0.139787948612628
0.732200527796661,0.139968677132335
0.735272307280171,0.140899665455471
0.738344086763681,0.145467059162547
0.741415866247191,0.144711481260257
0.744487645730701,0.144392958367607
0.747559425214211,0.148820692554489
0.750631204697721,0.149779415366655
0.753702984181231,0.151458905913431
0.756774763664741,0.156291249410743
0.759846543148251,0.160844423957722
0.762918322631762,0.163770824627955
0.765990102115272,0.167218841692137
0.769061881598782,0.168359040310011
0.772133661082292,0.167591148576385
0.775205440565802,0.169501286753998
0.778277220049312,0.172429918694216
0.781348999532822,0.17089971449618
0.784420779016332,0.175868709163739
0.787492558499842,0.178091571830456
0.790564337983352,0.179838440850708
0.793636117466862,0.181004063852465
0.796707896950372,0.185390745416544
0.799779676433882,0.18898412453872
0.802851455917392,0.193838701436164
0.805923235400902,0.198297432164435
0.808995014884412,0.201520638331012
0.812066794367922,0.202392813764235
0.815138573851432,0.198024541885697
0.818210353334942,0.202313476008349
0.821282132818452,0.205907228027538
0.824353912301962,0.210961024088375
0.827425691785472,0.213900273042231
0.830497471268982,0.216208588320491
0.833569250752492,0.221757870661181
0.836641030236002,0.223652236751477
0.839712809719512,0.22509551081445
0.842784589203022,0.226680841688952
0.845856368686532,0.228455319914099
0.848928148170042,0.233410240274631
0.851999927653552,0.235674751838463
0.855071707137062,0.238375257315158
0.858143486620572,0.241340618912141
0.861215266104082,0.242708244734855
0.864287045587592,0.244405618476401
0.867358825071102,0.246638339894747
0.870430604554612,0.24546907762354
0.873502384038122,0.251727429225138
0.876574163521632,0.252193545225738
0.879645943005142,0.253743967591697
0.882717722488652,0.254717595231293
0.885789501972162,0.255885327962675
0.888861281455672,0.257177692214987
0.891933060939182,0.258049566877941
0.895004840422692,0.261885357475924
0.898076619906202,0.264103941901792
0.901148399389712,0.268144113649909
0.904220178873222,0.275145061318527
0.907291958356732,0.281246247228464
0.910363737840242,0.283855082519336
0.913435517323752,0.287987177068715
0.916507296807263,0.29123087331782
0.919579076290773,0.296963459135665
0.922650855774283,0.30068563446833
0.925722635257793,0.302486991484605
0.928794414741303,0.303865390497678
0.931866194224813,0.307320246589782
0.934937973708323,0.311047941747558
0.938009753191833,0.317520580811949
0.941081532675343,0.324021439130071
0.944153312158853,0.327142671679051
0.947225091642363,0.327152436911593
0.950296871125873,0.328175446492471
0.953368650609383,0.333967125040391
0.956440430092893,0.338836238410487
0.959512209576403,0.341451868626308
0.962583989059913,0.340656630177646
0.965655768543423,0.340124415734698
0.968727548026933,0.340443280335434
0.971799327510443,0.343922574717426
0.974871106993953,0.349687842393591
0.977942886477463,0.354212534295433
0.981014665960973,0.351930427089329
0.984086445444483,0.355069863627228
0.987158224927993,0.35581624635559
0.990230004411503,0.360613118584335
0.993301783895013,0.362734038655393
0.996373563378523,0.366043315790721
0.999445342862033,0.374446254216126
1.00251712234554,0.37174600504733
1.00558890182905,0.385539570618654
1.00866068131256,0.393848087173058
1.01173246079607,0.402079236965226
1.01480424027958,0.409356369082273
1.01787601976309,0.41741387772343
1.0209477992466,0.419942751420499
1.02401957873011,0.425738995967182
1.02709135821362,0.429951437987564
1.03016313769713,0.433474458370775
1.03323491718064,0.436292183790583
1.03630669666415,0.437961413432107
1.03937847614766,0.439847163189685
1.04245025563117,0.443368528562101
1.04552203511468,0.446087398178039
1.04859381459819,0.448206157865258
1.0516655940817,0.451136542862261
1.05473737356521,0.453977672402589
1.05780915304872,0.455420868044704
1.06088093253223,0.455860956030644
1.06395271201574,0.459665548894724
1.06702449149925,0.465329624054114
1.07009627098276,0.469198856729356
1.07316805046627,0.468251217491786
1.07623982994978,0.470518259928182
1.07931160943329,0.477569994079162
1.0823833889168,0.484524981150823
1.08545516840031,0.497363369550811
1.08852694788382,0.501832005210288
1.09159872736733,0.506688730273708
1.09467050685084,0.515876732997014
1.09774228633435,0.524657541736046
1.10081406581786,0.536384137755455
1.10388584530137,0.538133982642282
1.10695762478488,0.54281702006245
